symbol,tf_minutes,side,final_score,ml_score,heur_score,entry_price,sl_pct,tp1_pct,tp2_pct,tp3_pct,risk_reward,risk_reward_tp2,predictors_score,raw_signals_score,indicators_score,market_score,coverage_score,consensus_score,price10_score,bounce_prob,bounce_score,breakout_prob,breakout_score,trend_strength,momentum_strength,volatility_regime,volume_spike_score,level_aware,market_quality_score,quality_multiplier,quality_grade,original_score,pred_vs_raw,pred_vs_ind,component_std,component_min,ml_heur_gap,score_per_risk,atr_pct,market_factor,score_factor,tp1_hit,tp2_hit,tp3_hit,strategy_id,strategy_name,label_win,label_tp_level,label_pnl_pct,label_max_favorable,label_max_adverse,label_bars
STABLEUSDT,240,-1,0.6711,1.0000,0.0000,0.022880,0.036140,0.200000,0.320000,0.500000,5.5341,8.8545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,18.57,0.048186,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.036140,0.001005,0.074432,2
ZECUSDT,240,1,0.6625,0.1462,0.0000,327.200012,0.030000,0.046293,0.074069,0.115732,1.5431,2.4690,0.0000,0.9720,0.7000,0.0000,0.0000,0.0000,0.1462,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.428919,0.0000,0.1462,22.08,0.042084,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.017084,0.058680,1
DOTUSDT,240,-1,0.6772,1.0000,0.0000,1.416000,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,31.64,0.022693,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,0.0,0.043079,0.061441,0.014831,21
LITUSDT,240,-1,0.6101,1.0000,0.0000,1.713000,0.030733,0.200000,0.320000,0.500000,6.5077,10.4123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,19.85,0.040977,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,0.0,0.098657,0.113835,0.018681,21
SPACEUSDT,240,1,0.6554,0.1168,0.0000,0.015265,0.030000,0.087900,0.140640,0.219750,2.9300,4.6880,0.0000,0.9475,0.7000,0.0000,0.0000,0.0000,0.1168,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.421057,0.0000,0.1168,21.85,0.079909,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.047691,0.198690,1
APTUSDT,240,-1,0.6407,1.0000,0.0000,0.974600,0.021874,0.200000,0.320000,0.500000,9.1432,14.6291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,29.29,0.029166,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,0.0,0.075826,0.095834,0.013236,21
SPXUSDT,240,-1,0.5609,0.1272,0.0000,0.334200,0.030000,0.048751,0.050751,0.052751,1.6250,1.6917,0.0000,0.8758,0.4200,0.0000,0.0000,0.0000,0.1272,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.361811,0.0000,0.1272,18.70,0.044319,0.0000,0.0000,1,1,0,5,level_heuristic,1.0,2.0,0.049056,0.065230,0.018552,5
MYXUSDT,240,-1,0.6862,1.0000,0.0000,2.066000,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,16.03,0.142118,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.148112,0.106970,5
VVVUSDT,240,-1,0.5621,0.2321,0.0000,3.321000,0.030000,0.067476,0.069476,0.071476,2.2492,2.3159,0.0000,0.8798,0.4200,0.0000,0.0000,0.0000,0.2321,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.363341,0.0000,0.2321,18.74,0.061342,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.017465,0.192111,1
TAKEUSDT,240,1,0.6872,1.0000,0.0000,0.042930,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,16.06,0.162588,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.002096,0.103191,1
1000BONKUSDT,240,-1,0.6454,1.0000,0.0000,0.007075,0.026196,0.200000,0.320000,0.500000,7.6349,12.2158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,24.64,0.034928,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.026196,0.007350,0.027986,1
KITEUSDT,240,1,0.6466,1.0000,0.0000,0.206120,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,15.11,0.071029,0.0000,0.0000,1,0,0,1,indicator_ml,1.0,1.0,0.177813,0.203183,0.026053,21
INITUSDT,240,-1,0.6342,1.0000,0.0000,0.070220,0.023115,0.200000,0.320000,0.500000,8.6523,13.8437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,27.44,0.030820,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.023115,0.011250,0.034606,2
BASUSDT,240,1,0.6496,0.1951,0.0000,0.006515,0.030000,0.075174,0.120279,0.187936,2.5058,4.0093,0.0000,0.9277,0.7000,0.0000,0.0000,0.0000,0.1951,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.414809,0.0000,0.1951,21.65,0.068340,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.048503,0.049424,1
PUMPUSDT,240,-1,0.6472,1.0000,0.0000,0.002332,0.026058,0.200000,0.320000,0.500000,7.6752,12.2804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,24.84,0.034744,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,0.0,0.089623,0.123928,0.023585,21
ZAMAUSDT,240,-1,0.6151,1.0000,0.0000,0.020640,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,14.37,0.074445,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.000000,0.101260,1
MOODENGUSDT,240,1,0.6347,0.1986,0.0000,0.061970,0.030000,0.067743,0.108389,0.169358,2.2581,3.6130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1986,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.1986,21.16,0.067743,0.0000,0.0000,0,0,0,2,indicator_heuristic,0.0,-1.0,-0.030000,0.017589,0.058254,2
TRIAUSDT,240,1,0.6243,0.0934,0.0000,0.018560,0.030000,0.104167,0.166667,0.260418,3.4722,5.5556,0.0000,0.5499,1.0000,0.0000,0.0000,0.0000,0.0934,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.418878,0.0000,0.0934,20.81,0.094697,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.006466,0.054418,1
JELLYJELLYUSDT,240,-1,0.6367,1.0000,0.0000,0.057430,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,29.75,0.024217,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.044402,0.096988,9
BANUSDT,240,-1,0.6566,1.0000,0.0000,0.097490,0.027950,0.200000,0.320000,0.500000,7.1556,11.4489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,23.49,0.037267,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.027950,0.006052,0.032516,2
SONICUSDT,240,1,0.6293,1.0000,0.0000,0.049800,0.042585,0.200000,0.320000,0.500000,4.6965,7.5144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,14.78,0.056780,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042585,0.012450,0.047590,3
MMTUSDT,240,-1,0.6455,1.0000,0.0000,0.137400,0.021564,0.200000,0.320000,0.500000,9.2748,14.8397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,29.94,0.028752,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021564,0.000000,0.021834,1
0GUSDT,240,1,0.5564,0.1116,0.0000,0.633900,0.030000,0.048794,0.078071,0.121985,1.6265,2.6024,0.0000,0.5134,0.7200,0.0000,0.0000,0.0000,0.1116,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.316888,0.0000,0.1116,18.55,0.044358,0.0000,0.0000,1,1,0,5,level_heuristic,1.0,2.0,0.054545,0.123206,0.002997,3
PENGUUSDT,240,-1,0.6680,1.0000,0.0000,0.007714,0.029739,0.200000,0.320000,0.500000,6.7252,10.7604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,22.46,0.039652,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,0.0,0.080373,0.103708,0.026705,21
JUPUSDT,240,-1,0.6788,1.0000,0.0000,0.169100,0.022585,0.200000,0.320000,0.500000,8.8554,14.1686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,30.06,0.030114,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.022585,0.001183,0.054406,1
UNIUSDT,240,-1,0.6859,1.0000,0.0000,3.619000,0.028255,0.200000,0.320000,0.500000,7.0783,11.3253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,24.28,0.037674,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,0.0,0.017684,0.063553,0.014645,21
GALAUSDT,240,-1,0.6565,1.0000,0.0000,0.004310,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,30.68,0.024244,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,0.0,0.067285,0.083527,0.013921,21
NEIROUSDT,240,-1,0.6149,1.0000,0.0000,0.000082,0.025610,0.200000,0.320000,0.500000,7.8094,12.4950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,24.01,0.034147,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,0.0,0.063492,0.092796,0.018315,21
OMUSDT,240,-1,0.5749,0.1487,0.0000,0.063170,0.030000,0.065015,0.067015,0.069015,2.1672,2.2338,0.0000,0.9254,0.4200,0.0000,0.0000,0.0000,0.1487,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.380878,0.0000,0.1487,19.16,0.059105,0.0000,0.0000,1,1,1,5,level_heuristic,1.0,3.0,0.065815,0.115561,0.012823,5
TRUTHUSDT,240,1,0.5700,0.2184,0.0000,0.014942,0.030000,0.045565,0.072905,0.113913,1.5188,2.4301,0.0000,0.5581,0.7200,0.0000,0.0000,0.0000,0.2184,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.324616,0.0000,0.2184,19.00,0.041423,0.0000,0.0000,1,1,0,5,level_heuristic,1.0,2.0,0.050929,0.181234,0.012515,12
ETCUSDT,240,-1,0.6719,1.0000,0.0000,9.026000,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,31.40,0.020380,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,0.0,0.038112,0.054842,0.013960,21
COMPUSDT,240,1,0.6116,0.1535,0.0000,20.930000,0.030000,0.047405,0.075848,0.118513,1.5802,2.5283,0.0000,0.7973,0.7000,0.0000,0.0000,0.0000,0.1535,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.375895,0.0000,0.1535,20.39,0.043095,0.0000,0.0000,1,1,0,5,level_heuristic,1.0,2.0,0.052989,0.158146,0.003344,3
1000SHIBUSDT,240,-1,0.6731,1.0000,0.0000,0.006956,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,31.45,0.026495,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.002731,0.029040,1
DYDXUSDT,240,-1,0.6219,1.0000,0.0000,0.113000,0.024426,0.200000,0.320000,0.500000,8.1880,13.1008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,25.46,0.032568,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,0.0,0.044248,0.079646,0.017699,21
SIRENUSDT,240,1,0.6059,0.3608,0.0000,0.140900,0.030000,0.126951,0.203121,0.317377,4.2317,6.7707,0.0000,0.4896,1.0000,0.0000,0.0000,0.0000,0.3608,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.413815,0.0000,0.3608,20.20,0.115410,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.119375,0.044003,3
MYXUSDT,240,1,0.5983,0.1177,0.0000,2.103000,0.030000,0.146121,0.233794,0.365303,4.8707,7.7931,0.0000,0.8217,0.7000,0.0000,0.0000,0.0000,0.1177,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.382860,0.0000,0.1177,19.94,0.132837,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.009035,0.109843,1
VVVUSDT,240,1,0.5798,0.1951,0.0000,3.931000,0.030000,0.060768,0.097229,0.151920,2.0256,3.2410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1951,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.1951,19.33,0.060768,0.0000,0.0000,1,0,0,2,indicator_heuristic,1.0,1.0,0.042838,0.067158,0.127448,2
KITEUSDT,240,-1,0.6593,1.0000,0.0000,0.219110,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,15.40,0.067672,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.015289,0.049016,1
TAKEUSDT,240,-1,0.5556,0.1238,0.0000,0.041120,0.030000,0.182018,0.184018,0.186018,6.0673,6.1339,0.0000,0.5243,0.7000,0.0000,0.0000,0.0000,0.1238,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.312314,0.0000,0.1238,18.52,0.165471,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.091683,0.067364,1
1000BONKUSDT,240,-1,0.6380,1.0000,0.0000,0.007084,0.026184,0.200000,0.320000,0.500000,7.6382,12.2211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,24.37,0.034912,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,0.0,0.092038,0.104602,0.003106,20
IPUSDT,240,-1,0.6058,1.0000,0.0000,1.192000,0.028736,0.200000,0.320000,0.500000,6.9600,11.1360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,21.08,0.038314,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.028736,0.082215,0.038591,8
INITUSDT,240,-1,0.6795,1.0000,0.0000,0.071170,0.022081,0.200000,0.320000,0.500000,9.0576,14.4922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,30.77,0.029441,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.022081,0.024449,0.054798,2
COMPUSDT,240,1,0.6414,0.2257,0.0000,22.639999,0.030000,0.047659,0.076254,0.119146,1.5886,2.5418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2257,0.3000,0.3000,0.7000,0.7000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.2257,21.38,0.047659,0.0000,0.0000,0,0,0,2,indicator_heuristic,0.0,-1.0,-0.030000,0.031360,0.038428,1
ETCUSDT,240,-1,0.6761,1.0000,0.0000,9.130000,0.021400,0.197258,0.315612,0.493144,9.2176,14.7482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,31.59,0.019726,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,0.0,0.049069,0.065608,0.001972,20
COLLECTUSDT,240,-1,0.5604,0.2169,0.0000,0.076740,0.030000,0.092192,0.094192,0.096192,3.0731,3.1397,0.0000,0.8738,0.4200,0.0000,0.0000,0.0000,0.2169,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.361060,0.0000,0.2169,18.68,0.083811,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.023586,0.038572,1
SIRENUSDT,240,1,0.6010,0.3706,0.0000,0.142130,0.030000,0.119975,0.191960,0.299938,3.9992,6.3987,0.0000,0.4735,1.0000,0.0000,0.0000,0.0000,0.3706,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.412734,0.0000,0.3706,20.03,0.109068,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.109688,0.052276,2
TRIAUSDT,240,1,0.6364,1.0000,0.0000,0.018190,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,14.87,0.094159,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.003299,0.080264,1
JELLYJELLYUSDT,240,-1,0.6255,1.0000,0.0000,0.057210,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,29.23,0.023435,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.040727,0.101206,8
ZAMAUSDT,240,-1,0.6217,1.0000,0.0000,0.022100,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,14.53,0.071316,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.120362,0.043439,7
ALLOUSDT,240,-1,0.5685,0.1647,0.0000,0.088760,0.030000,0.058875,0.060875,0.062875,1.9625,2.0292,0.0000,0.7158,0.7000,0.0000,0.0000,0.0000,0.1647,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.353990,0.0000,0.1647,18.95,0.053523,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.027152,0.070077,1
BANUSDT,240,-1,0.6703,1.0000,0.0000,0.097930,0.026767,0.200000,0.320000,0.500000,7.4718,11.9549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,25.04,0.035690,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.026767,0.003166,0.027877,1
SONICUSDT,240,1,0.6262,1.0000,0.0000,0.049430,0.040988,0.200000,0.320000,0.500000,4.8795,7.8072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,15.28,0.054651,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.040988,0.003035,0.052802,3
MERLUSDT,240,1,0.5749,0.1711,0.0000,0.062910,0.030000,0.051822,0.082915,0.129554,1.7274,2.7638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1711,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.1711,19.16,0.051822,0.0000,0.0000,1,1,0,2,indicator_heuristic,1.0,2.0,0.057935,0.159593,0.130981,3
CLOUSDT,240,1,0.6612,1.0000,0.0000,0.093010,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,15.45,0.115900,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.030427,0.122675,1
HUSDT,240,-1,0.6211,0.1175,0.0000,0.223730,0.030000,0.075002,0.077002,0.079002,2.5001,2.5667,0.0000,0.7393,0.7000,0.0000,0.0000,0.0000,0.1175,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.360091,0.0000,0.1175,20.70,0.068183,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.028070,0.062665,1
PIPPINUSDT,240,-1,0.5742,0.2937,0.0000,0.691640,0.030000,0.091077,0.093077,0.095077,3.0359,3.1025,0.0000,0.9227,0.4200,0.0000,0.0000,0.0000,0.2937,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.379833,0.0000,0.2937,19.14,0.082797,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.027153,0.054479,1
